,Precio,Direccion,Barrio
2664,USD 145.000,Leon 1800 ,"Maipú, Córdoba"
2665,USD 55.000,Av. Colón 4933,"Teodoro Felds, Córdoba"
2666,USD 78,,"Centro, Córdoba"
2667,USD 430.000,Republica China 500,"Santina Norte, Córdoba"
2668,USD 47.000,Corrientes 100,"Centro, Córdoba"
2669,USD 210.000,avenida Republica de China -,"Valle Escondido , Córdoba"
2670,USD 119.900,INGENIERO LOPEZ 275,"Alto Alberdi, Córdoba"
2671,USD 44.900,Garzon Maceda 175,"Córdoba, Córdoba"
2672,USD 124.470,Velez Sarsfield 700 2°,"Nueva Córdoba, Córdoba"
2673,USD 120.000,Av. Estrada,"Nueva Córdoba, Córdoba"
2674,USD 85.000,,"Parque Atlántica, Córdoba"
2675,USD 50.000,Mitre al 661,"Córdoba, Córdoba"
2676,USD 38.000,,"Nueva Córdoba, Córdoba"
2677,USD 115.000,manzana 29 lote 12,"Manantiales, Córdoba"
2678,USD 55.000,David Luque 234,"General Paz, Córdoba"
2679,USD 750.000,Lomas DE LA Carolina,"Lomas de la Carolina, Córdoba"
2680,USD 175.000,PABLO BELISLE 0,"Jardín, Córdoba"
2681,USD 128.000,Dean Funes 1752,"Alberdi, Córdoba"
2682,USD 89.000,av pueyrredon n° 157,"Nueva Córdoba, Córdoba"
2683,USD 28.000,,"Güemes, Córdoba"
2684,USD 170.000,Housing Chacritas Duplex 3 Dormitorios con Dormitorio en Planta Baja,"Cañitas, Córdoba"
2685,USD 34.000,Lima 1300,"General Paz, Córdoba"
2686,USD 50.000, Huarte 3125,"Los Paraísos, Córdoba"
2687,USD 64.000,Marcelo T de Alvear al 900,"Güemes, Córdoba"
2688,USD 210.000,Bv. Chacabuco 600 6°,"Nueva Córdoba, Córdoba"
2689,USD 84.000,9 DE JULIO 630,"Centro, Córdoba"
2690,USD 110.000,Dr. Pablo Luis Mirizzi al 800,"Parque Vélez Sársfield, Córdoba"
2691,USD 189.000,Av Valparaiso al 4900,"La Luisita, Córdoba"
2692,USD 250.000,Andres Maria Ampere al 6600,"Villa Belgrano, Córdoba"
2693,USD 99.000,Prudencio Bustos 125- Duplex A Estrenar La Diva,"Alto Alberdi, Córdoba"
2694,USD 105.000,Dr. Pablo Luis Mirizzi N° al 800,"Parque Vélez Sársfield, Córdoba"
2695,USD 105.000,cerro del morro 2576,"Parque Capital, Córdoba"
2696,USD 700.000,Lomas DE LA Carolina,"Lomas de la Carolina, Córdoba"
2697,USD 180.000,Colon N° 76 - 6° Dpto 11,"Centro, Córdoba"
2698,USD 49.500,,"Güemes, Córdoba"
2699,USD 215.000,Miradores de Manantiales 1000,"Manantiales, Córdoba"
2700,USD 73.000,Centro Caseros al 800,"Centro, Córdoba"
2701,USD 90.000,Antonio de Melo 1933,"Parque Capital, Córdoba"
2702,USD 240.000,NICEFORO CASTELLANO 5400,"Granja de Funes, Córdoba"
2703,USD 34.999,La Rioja 200 1°,"Centro, Córdoba"
2704,USD 77.000,docta,"DOCTA, Córdoba"
2705,USD 630.000,,"Lomas de los Carolinos, Córdoba"
2706,USD 139.000,Av Colón al 800,"Centro, Córdoba"
2707,USD 55.000,Bv. Chacabuco 600,"Nueva Córdoba, Córdoba"
2708,USD 86.000,Av. Colon 6200,"Córdoba, Córdoba"
2709,USD 180.000,Malagüeño 1074,"Jardín Espinosa, Córdoba"
2710,USD 85.000,,"Nobu Town, Córdoba"
2711,USD 43.000,Belgrano al 200,"Centro, Córdoba"
2712,USD 550.000,Av. Ejercito Argentino Barrio Cerrado La Cuesta,"Córdoba, Córdoba"
2713,USD 165.000,Quimpe Lote / N° 9,"Valle Escondido , Córdoba"
2714,USD 150.000,San Lorenzo 438,"Nueva Córdoba, Córdoba"
2715,USD 125.000,"Cardinales Nuevo Suquía, Vista al rio","General Paz, Córdoba"
2716,USD 200.000,BUENOS AIRES 465,"Nueva Córdoba, Córdoba"
2717,USD 150.000,Manuel Quintana al 1000,"Bajo Palermo, Córdoba"
2718,USD 84.000,obispo trejo 1280,"Nueva Córdoba, Córdoba"
2719,USD 95.000,Pablo Barrelier 2631,"Lomas de San Martín, Córdoba"
2720,USD 265.000,Milenica II - Rodriguez del Busto - Torre I,"Alto Verde, Córdoba"
2721,USD 125.000,Montevideo 220,"Nueva Córdoba, Córdoba"
2722,USD 138.000,,"Argüello, Córdoba"
2723,USD 275.000,,"Siete Soles Naturaleza Urbana, Córdoba"
2724,USD 130.000,Jujuy 137,"Centro, Córdoba"
2725,USD 150.000,,"Padre Claret, Córdoba"
2726,USD 180.000,Blas Pascal 7665,"Villa Belgrano, Córdoba"
2727,USD 36.000,Pueyrredon 800,"Observatorio, Córdoba"
2728,USD 79.000,Ocaña 50,"Alto Alberdi, Córdoba"
2729,USD 140.000,Rodriguez del Busto 2781,"Alto Palermo, Córdoba"
2730,USD 90.000,Antonio de Melo 1933,"Parque Capital, Córdoba"
2731,USD 89.000,Bolivia 257,"Nueva Córdoba, Córdoba"
2732,USD 90.000,ambrosion olmos 836,"Nueva Córdoba, Córdoba"
2733,USD 39.000,Martin Garcia 1400,"San Martín, Córdoba"
2734,USD 95.000,La Padula 813,"Parque Vélez Sársfield, Córdoba"
2735,USD 107.500,Manzana 108 Lote 7 Lote / N° 0,"Miradores de Manantiales, Córdoba"
2736,USD 96.000,"Blvd. San Juan 330, X5000 Córdoba","Nueva Córdoba, Córdoba"
2737,USD 67.900,Obispo Salguero 600,"Nueva Córdoba, Córdoba"
2738,USD 85.000,,"Cerro de las Rosas, Córdoba"
2739,USD 190.000,,"Quebrada de las Rosas, Córdoba"
2740,USD 59.500,BV SAN Juan al 600,"Centro, Córdoba"
2741,USD 110.000,bragado 1870,"VIlla Revol, Córdoba"
2742,USD 40.000,Av Pueyrredón al 800,"Nueva Córdoba, Córdoba"
2743,USD 30.000,Viamonte 300,"General Paz, Córdoba"
2744,USD 115.000,,"Alto Alberdi, Córdoba"
2745,USD 110.000,La Catalina,"Córdoba, Córdoba"
2746,USD 175.000,Cardeñosa 5000,"Granja de Funes, Córdoba"
2747,USD 59.000,Chacabuco 249,"Centro, Córdoba"
2748,USD 210.000,figueroa Alcorta 66,"Centro, Córdoba"
2749,USD 48.800,bedoya 128,"Cofico, Córdoba"
2750,USD 62.000,27 de abril 2037,"Alberdi, Córdoba"
2751,USD 440.000,Emilio Lamarca al 4100,"URCA, Córdoba"
2752,USD 57.352,Sol de Mayo 1400,"Los Naranjos, Córdoba"
2753,USD 160.000,Ricardo Rojas 7575,"Argüello, Córdoba"
2754,USD 135.000,Bv. Chacabuco 200,"Centro, Córdoba"
2755,USD 73.200,Velez Sarsfield 762,"Nueva Córdoba, Córdoba"
2756,USD 70.000,Villa Angela s/n,"Villa Esquiú, Córdoba"
2757,USD 80.000,Bolivia 263,"Nueva Córdoba, Córdoba"
2758,USD 40.000,Paraguay 90,"Alberdi, Córdoba"
2759,USD 79.000,Ambrosio Olmos al 1000,"Nueva Córdoba, Córdoba"
2760,USD 490.000,Cañuelas Country Golf Club Lote Centr,"Cañuelas Country Golf, Córdoba"
2761,USD 230.000,Pizarro 1050,"Rogelio Martínez, Córdoba"
2762,USD 470.000,Av. Ohiggins 5000,"Cañuelas Country Golf, Córdoba"
2763,USD 50.000,Av Emilio Olmos 246 ,"Centro, Córdoba"
2764,USD 210.000,Bv. Chacabuco 625,"Nueva Córdoba, Córdoba"
2765,USD 140.000,,"Poeta Lugones, Córdoba"
2766,USD 499.000,Molino de Torres 5301,"El Bosque, Córdoba"
2767,USD 280.000,Fidel Pelliza al 7000,"Argüello, Córdoba"
2768,USD 330.000,Chacabuco al 1200,"Nueva Córdoba, Córdoba"
2769,USD 80.000,Ambrosio Olmos esq. Obispo Trejo,"Nueva Córdoba, Córdoba"
2770,USD 56.000,Ambrosio Olmos 1140,"Nueva Córdoba, Córdoba"
2771,USD 135.000,,"Villa Belgrano, Córdoba"
2772,USD 115.000,AV. COLON 300,"Centro, Córdoba"
2773,USD 190.000,cangaye 12,"San Salvador, Córdoba"
2774,USD 74.239,,"Manantiales, Córdoba"
2775,USD 63.000,Viamonte 200,"General Paz, Córdoba"
2776,USD 160.000,O´higgins 6100,"Córdoba, Córdoba"
2777,USD 230.000,Cortejarena 4053 B° Urca,"URCA, Córdoba"
2778,USD 72.000,Av Pueyrredon 238,"Nueva Córdoba, Córdoba"
2779,USD 115.000,Casa en Venta. Barrio Mutual Docente. 3 Dormitorios con Pileta.,"Córdoba, Córdoba"
2780,USD 130.000,Ibarbalz al 752- Nuevo Suquia- Cardinales- Bario General Paz- 2 Dort- 2 Baños,"Córdoba, Córdoba"
2781,USD 114.000,Mirlo 400,"Barrio Privado Chateau Carreras, Córdoba"
2782,USD 78.000,Ruta 20 S/N Docta Urbanización Inteligente,"DOCTA, Córdoba"
2783,USD 80.000,Estrada y Buenos Aires,"Nueva Córdoba, Córdoba"
2784,USD 130,Doctor Andres Pedro Degoy 3471,"Córdoba, Córdoba"
2785,USD 125.000,"Docta, Córdoba","Docta Avenida, DOCTA"
2786,USD 60.000,M. T . de Alvear 1085,"Nueva Córdoba, Córdoba"
2787,USD 140.000,,"Córdoba, Córdoba"
2788,USD 30.000,Gral Lavalle ,"San Ignacio, Córdoba"
2789,USD 63.000,bv san juan 757,"Centro, Córdoba"
2790,USD 75.000,Obispo Trejo al 900,"Nueva Córdoba, Córdoba"
2791,USD 50.000,José Benito Cotolengo,"Valle Cercano, Córdoba"
2792,USD 120.000,,"Solares de Manantiales, Córdoba"
2793,USD 42.000,Argensola 856,"Alta Córdoba, Córdoba"
2794,USD 225.000,Alberto Nicasio 6889,"Argüello, Córdoba"
2795,USD 56.000,ISABEL LA CATOLICA 518,"Alta Córdoba, Córdoba"
2796,USD 85.000,Ituzaingo al 1200,"Nueva Córdoba, Córdoba"
2797,USD 63.000,ITUZAINGO 1167,"Nueva Córdoba, Córdoba"
2798,USD 60.000,27 abril 900,"Alberdi, Córdoba"
2799,USD 250.000,Juan Neper 5560,"Villa Belgrano, Córdoba"
2800,USD 75.000,Cardinales Nvo Suquia 21 t3 1 Dorm Vende Gni,"Córdoba, Córdoba"
2801,USD 350.000,Rio Ceballos - Quisquisacate 0,"Córdoba, Córdoba"
2802,USD 95.000,Carcano y Av del Piamonte,"Córdoba, Córdoba"
2803,USD 38.000,Dr. Juan Cafferata 46,"Alto Alberdi, Córdoba"
2804,USD 320.000,Eguia Zanon,"La Arboleda, Villa Warcalde"
2805,USD 75.000,AVENIDA PUEYRREDON 619,"Güemes, Córdoba"
2806,USD 74.000,Bv. Chacabuco al 600,"Nueva Córdoba, Córdoba"
2807,USD 99.000,Barrio Nuevo Jardin,"Jardín, Córdoba"
2808,USD 170.000,Manuel Quintana 2768,"Córdoba, Córdoba"
2809,USD 110.000,Casonas de los Arcos 0,"Nueva Córdoba, Córdoba"
2810,USD 160.000,Naciones Unidas 1,"Parque Vélez Sársfield, Córdoba"
2811,USD 420.000,,"Lomas de la Carolina, Córdoba"
2812,USD 40.000,Santa Rosa al 1400,"Alberdi, Córdoba"
2813,USD 134.900,OBISPO SALGUERO 421,"Nueva Córdoba, Córdoba"
2814,USD 490.000,Las Delicias,"Las Delicias, Córdoba"
2815,USD 195.000,Av. Cdad. de Valparaíso 4971,"La Luisita, Córdoba"
2816,USD 50.000,MARIANO VELAZCO 1673,"Yofre I, Córdoba"
2817,USD 70.000,Bolivia 263,"Nueva Córdoba, Córdoba"
2818,USD 70.000,La Hierra 3290,"Alto Verde, Córdoba"
2819,USD 360.000,,"La Reserva, Córdoba"
2820,USD 120.000,Paraná 195,"Centro, Córdoba"
2821,USD 550.000,AV Republica China,"Valle Escondido , Córdoba"
2822,USD 40.000,,"Alto Alberdi, Córdoba"
2823,USD 45.000,Dean Funes 1689,"Alberdi, Córdoba"
2824,USD 38.000,cafferata 46,"Alto Alberdi, Córdoba"
2825,USD 89.000,San Luis 77,"Nueva Córdoba, Córdoba"
2826,USD 170.000,Housing Chacritas Duplex 3 Dormitorios con Dormitorio en Planta Baja,"Cañitas, Córdoba"
2827,USD 155.000,DOMINGO ALBARIÑOS 8451,"Argüello, Córdoba"
2828,USD 74.000,Paso de los Andes 0,"Córdoba, Córdoba"
2829,USD 125.000,,"Nueva Córdoba, Córdoba"
2830,USD 130.000,Capri Barrio Parque Horizonte al 4000,"Parque Latino, Córdoba"
2831,USD 155.000,Apto Bancor Housing Pegado A Tejas 2 Duplex 3 Dormitorios,"Inaudi, Córdoba"
2832,$ 62.000,Mariano Fragueiro 585,"Ducasse, Córdoba"
2833,USD 460.000,la santina country central,"La Santina, Córdoba"
2834,USD 170.000,,"Maipú, Córdoba"
2835,USD 40.000,"Duarte Quirós 2055, X5002AOE Córdoba, Argentina","Alberdi, Córdoba"
2836,USD 95.000,balcones del chateau,"Balcones del Chateau, Córdoba"
2837,USD 47.000,Corrientes 100,"Centro, Córdoba"
2838,USD 165.000,parana 600,"Nueva Córdoba, Córdoba"
2839,USD 70.000,O.trejo al 1000,"Nueva Córdoba, Córdoba"
2840,USD 45.000,,"Alberdi, Córdoba"
2841,USD 215.000,Alberto Nicasio 7181,"Villa Belgrano, Córdoba"
2842,USD 550.000,,"Country Fortin del Pozo, Córdoba"
2843,USD 60.000,Ayacucho 300,"Centro, Córdoba"
2844,USD 35.000,Pasaje Florida a mts de Av Santa Fe,"Alberdi, Córdoba"
2845,USD 96.000,Lavalleja 86,"Centro, Córdoba"
2846,USD 54.000,Ituzaingo al 400,"Nueva Córdoba, Córdoba"
2847,USD 49.500,achaval rodriguez 250,"Nueva Córdoba, Córdoba"
2848,USD 250.000,Argañaraz y Murguia N° al 3700,"Jardín Espinosa, Córdoba"
2849,USD 98.000,ALFREDO TERZAGA 5090,"Nuevo Poeta Lugones, Córdoba"
2850,USD 140.000,Hipolito Irigoyen 139,"Nueva Córdoba, Córdoba"
2851,USD 82.000,Crisol 200 8°,"Nueva Córdoba, Córdoba"
2852,$ 329.000,,"Quintas de Italia II, Córdoba"
2853,USD 115.000,Ituzaingó 665,"Nueva Córdoba, Córdoba"
2854,USD 169.000,Av. Pedro Simón Laplace al 5100,"Villa Belgrano, Córdoba"
2855,USD 140.000,Chacabuco 1200,"Nueva Córdoba, Córdoba"
2856,USD 64.900,Rondeau 69,"Nueva Córdoba, Córdoba"
2857,USD 70.000,,"Teodoro Felds, Córdoba"
2858,USD 55.000,Videla Castillo 645,"San Martín, Córdoba"
2859,USD 53.000,AV. Santa FE al 200,"Alberdi, Córdoba"
2860,USD 220.000,ROMA,"General Paz, Córdoba"
2861,USD 310.000,Colectora Au RN 20 km 14 Cordoba.,"Siete Soles Naturaleza Urbana, Córdoba"
2862,USD 45.000,Avenida Colon,"Córdoba, Córdoba"
2863,USD 46.000,Av. Pueyrredón 250,"Nueva Córdoba, Córdoba"
2864,USD 61.500,Fructuoso Rivera 400,"Güemes, Córdoba"
2865,USD 125.000,bv Chacabuco al 600,"Nueva Córdoba, Córdoba"
2866,USD 34.000,Dean Funes 2738,"Alberdi, Córdoba"
2867,USD 89.000,Alejandro Korn 3053,"San Fernando, Córdoba"
2868,USD 27.000,MARCELO T ALVEAR 970,"Nueva Córdoba, Córdoba"
2869,USD 206.000,Juan Nepper al 6300,"Villa Belgrano, Córdoba"
2870,USD 155.000,Barrio Tejas II - Introva Housing,"Tejas II, Córdoba"
2871,USD 115.000,Miradores de manantiales II,"Miradores de Manantiales II, Córdoba"
2872,USD 250.000,la Carolina 5700,"La Carolina, Córdoba"
2873,USD 100.000,José Ardiles 7181,"Don Bosco, Córdoba"
2874,USD 90.000,Amalia de Pietra,"Villa Retiro, Córdoba"
2875,USD 83.000,manzana 8,"San Ignacio Village, Córdoba"
2876,USD 164.000,A tres cuadras de Colegio La Salle,"Argüello, Córdoba"
2877,USD 290.000,,"Siete Soles Naturaleza Urbana, Córdoba"
2878,USD 120.000,LA Paya II Duplex A Estrenar EN Venta Y Alquiler Amoblado Temporario,"Inaudi, Córdoba"
2879,USD 58.000,LITUANIA 2257,"Altos de General Paz, Córdoba"
2880,USD 420.000,Av. República de China 1300,"Valle Escondido , Córdoba"
2881,USD 75.000,Obispo Oro 300,"Nueva Córdoba, Córdoba"
2882,USD 120.000,Av. Bodereau 8800,"La Catalina Urbanizacion Residencial, Córdoba"
2883,USD 78.000,PILARES DE MANANTIALES,"Manantiales, Córdoba"
2884,USD 730.000,,"Lomas de la Carolina, Córdoba"
2885,USD 165.000,Chacabuco 585,"Nueva Córdoba, Córdoba"
2886,USD 36.500,Coronel Olmedo- Depto En Venta Alberdi 100 PB,"Alberdi, Córdoba"
2887,USD 115.000,Herrera y Gusman 51,"Marqués de Sobremonte, Córdoba"
2888,USD 89.000,,"Argüello, Córdoba"
2889,USD 67.000,24 de Septiembre 1356,"General Paz, Córdoba"
2890,USD 48.000,independencia ,"Nueva Córdoba, Córdoba"
2891,USD 165.000,,"General Paz, Córdoba"
2892,USD 580.000,Lomas de la Carolina,"Lomas de la Carolina, Córdoba"
2893,USD 95.000,Rufino Cuervo ,"Escobar, Córdoba"
2894,USD 45.000,Av Colon 4933,"Quebrada de las Rosas, Córdoba"
2895,USD 270.000,Trafalgar 555,"Alta Córdoba, Córdoba"
2896,USD 78,,"Centro, Córdoba"
2897,USD 110.000,,"Las Rosas, Córdoba"
2898,USD 90.000,Lord Baden Powell 2780,"Parque Vélez Sársfield, Córdoba"
2899,USD 164.900,Housing en Arguello - Monseñor L. Ferreyra al 500,"Argüello, Córdoba"
2900,USD 55.000,Parana al 300,"Nueva Córdoba, Córdoba"
2901,USD 230.000,Av. Ohiggins 6800,"Quintas de Flores, Córdoba"
2902,USD 390.000,Molino de Torres 5301,"El Bosque, Córdoba"
2903,USD 28.000,Mariano Castex 120,"Alto Alberdi, Córdoba"
2904,Consultar precio,,"Córdoba, Córdoba"
2905,USD 135.000,"SAN IGNACIO VIL, Córdoba, Córdoba, Argentina.","San Ignacio Village, Córdoba"
2906,USD 158.000,Obispo Lascano 3200,"Villa Cabrera, Córdoba"
2907,USD 120.000,Rodriguez del Busto 3410,"Alto Verde, Córdoba"
2908,USD 240.000,,"Los Aromas, Valle Escondido "
2909,USD 88.000,DE LOS TOSCANOS,"Los Boulevares, Córdoba"
2910,USD 190.000,Mayor Arruabarrena,"URCA, Córdoba"
2911,USD 580.000,,"Cerro de las Rosas, Córdoba"
2912,USD 55.000,Duarte Quiros al 3000,"Alto Alberdi, Córdoba"
2913,USD 175.000,Punta del Este al 8800,"La Carolina, Córdoba"
2914,USD 95.000,,"Parque Chacabuco, Córdoba"
2915,USD 78.000,Bv Chacabuco 660,"Nueva Córdoba, Córdoba"
2916,USD 129.000,Colinas de Manantiales,"Colinas de Manantiales, Córdoba"
2917,USD 270.000,Cofico Rivadeo Esquina Allende,"Cofico, Córdoba"
2918,USD 140.000,Monseñor Cabrera 4434,"Marqués de Sobremonte, Córdoba"
2919,USD 22.799,Opera Plaza,"Iponá, Córdoba"
2920,USD 159.900,Catamarca y Roma,"General Paz, Córdoba"
2921,USD 200.000,Cañuelas Chico Duplex EN Venta,"Cañuelas Country Golf, Córdoba"
2922,USD 185.000,Azopardo Enquen 6045,"Argüello, Córdoba"
2923,USD 240.000,Italia 2500,"Villa Cabrera, Córdoba"
2924,USD 61.000,Marcelo T de Alvear al 900,"Güemes, Córdoba"
2925,USD 195.000,Arturo M. Bas 2700,"Parque Vélez Sársfield, Córdoba"
2926,USD 72.000,Lima 1384,"General Paz, Córdoba"
2927,USD 105.000,liguria 4481,"Los Olmos, Córdoba"
2928,USD 130.000,,"Villa Argentina, Córdoba"
2929,USD 75.000,mnz 0 0,"DOCTA, Córdoba"
2930,USD 45.000,Tambo Nuevo 185,"San Martín, Córdoba"
2931,USD 38.000,Corrientes 1700,"San Vicente, Córdoba"
2932,USD 250.000,Jardin Espinosa - Iñigo de la Pascua al 3400,"Jardín Espinosa, Córdoba"
2933,USD 120.000,Bv. Illia 200,"Nueva Córdoba, Córdoba"
2934,USD 60.000,Comechingones 1847,"Córdoba, Córdoba"
2935,USD 72.000,Gral. Paz 1241,"Cofico, Córdoba"
2936,USD 68.200,Av. Colón al 3000,"Alberdi, Córdoba"
2937,USD 52.000,Av Colon 6200,"Chateau Los Robles, Córdoba"
2938,USD 87.000,Claudio Cuenca 2164,"Villa Cabrera, Córdoba"
2939,USD 68.000,Raúl Carlos Brogin 10,"Córdoba, Córdoba"
2940,USD 39.500,Damaso Larrañaga 133,"Nueva Córdoba, Córdoba"
2941,USD 155.000,,"Nueva Córdoba, Córdoba"
2942,USD 49.000,Julio A. Roca 334,"Güemes, Córdoba"
2943,USD 120.000,CARLOS BROGIN 3565,"Costas de Manantiales, Córdoba"
2944,USD 75.000,Rosario de Santa Fe 779,"General Paz, Córdoba"
2945,USD 200.000,,"URCA, Córdoba"
2946,USD 62.000,Avnida Colon al 5050 Complejo Ciudad Gama Torre 1,"Alberdi, Córdoba"
2947,USD 57.000,Pedernera 1745,"San Vicente, Córdoba"
2948,USD 56.500,Bv. Mitre al 500,"Centro, Córdoba"
2949,USD 39.000,cayetano silva 117,"Alto Alberdi, Córdoba"
2950,USD 159.000,ruta 20,"Siete Soles Naturaleza Urbana, Córdoba"
2951,USD 90.000,Rondeau 300 PB,"Nueva Córdoba, Córdoba"
2952,USD 87.000,Avenida la donosa,"Docta Boulevard, DOCTA"
2953,USD 65.000,achaval rodriguez 132,"Nueva Córdoba, Córdoba"
2954,$ 9.000.000,Padre Lozano 713,"Alto Alberdi, Córdoba"
2955,USD 45.000,9 De Julio 4300,"Las Palmas, Córdoba"
2956,USD 105.000,Ricardo Rojas 9800,"Villa Rivera Indarte, Córdoba"
2957,USD 75.000,,"Smata, Córdoba"
2958,USD 390.000,"El Rocio, Valle Escondido 0","Valle Escondido , Córdoba"
2959,USD 520.000,,"El Bosque, Córdoba"
2960,USD 120.000,Laprida 51,"Nueva Córdoba, Córdoba"
2961,USD 130.000,10 DE OCTUBRE 4755,"Parque Alameda, Córdoba"
2962,USD 120.000,Ruta Nacional 100,"Córdoba, Córdoba"
2963,USD 49.000,JUAN DEL CAMPILLO,"Cofico, Córdoba"
2964,USD 52.000,Calle Caseros al 1700,"Alberdi, Córdoba"
2965,USD 115.000,Miradores de Manantiales II,"Miradores de Manantiales, Córdoba"
2966,USD 250.000,Roberto Barany al 5000,"Villa Belgrano, Córdoba"
2967,USD 82.000,Docta,"Docta Avenida, DOCTA"
2968,USD 155.000,Dunoyal 6000,"Villa Belgrano, Córdoba"
2969,USD 75.000,Buenos Aires al 900,"Nueva Córdoba, Córdoba"
2970,USD 30.000,Donato Alvarez 7900,"Argüello, Córdoba"
2971,USD 27.000,publica D,"Carrara de Horizonte, Córdoba"
2972,USD 220.000,Santa Marta 3800,"Córdoba, Córdoba"
2973,USD 35.000,San Luis 640,"Güemes, Córdoba"
2974,USD 60.000,Eugenio Galli 200,"Las Palmas, Córdoba"
2975,USD 105.000,FELIX GIGENA LUQUE 3300,"Poeta Lugones, Córdoba"
2976,USD 370.000,Fader 3430,"Cerro de las Rosas, Córdoba"
2977,USD 65.000,tucuman 100,"Alta Córdoba, Córdoba"
2978,USD 175.000,Heriberto Martinez 6410,"Argüello, Córdoba"
2979,USD 108.000,Armada Argentina Lote / N° 0,"San Ignacio Village, Córdoba"
2980,USD 280.000,Tycho Brahe 4900,"Villa Belgrano, Córdoba"
2981,USD 34.900,pasaje observatorio 485,"Observatorio, Córdoba"
2982,USD 58.000,Chacabuco 611,"Nueva Córdoba, Córdoba"
2983,USD 215.000,Rogelio Martinez 2793 PB,"Córdoba, Córdoba"
2984,USD 145.000,Costas de Manatiales,"Costas de Manantiales, Córdoba"
2985,USD 42.000,Cayetano Silva 75,"Alto Alberdi, Córdoba"
2986,USD 105.000,cerro del morro 2576,"Parque Capital, Córdoba"
2987,USD 319.000,Paunero 2595,"Rogelio Martínez, Córdoba"
2988,USD 168.000,Terrazas de Manantiales ,"Terrazas de Manantiales, Córdoba"
2989,USD 123.000,DOCTA,"Docta Boulevard, DOCTA"
2990,USD 68.000,Ituzaingo,"Nueva Córdoba, Córdoba"
2991,USD 50.000,Mitre al 661,"Córdoba, Córdoba"
2992,USD 64.000,Duarte Quiros 2115,"Alto Alberdi, Córdoba"
2993,USD 73.000,Ituzaingo Esquina Bolivia,"Nueva Córdoba, Córdoba"
2994,USD 630.000,MOLINO DE TORRES 6000,"El Bosque, Córdoba"
2995,USD 168.000,Ambrosio Taravella 6466,"Granja de Funes, Córdoba"
2996,USD 175.000,"Tupungato 2065, Córdoba, Argentina","Parque Capital, Córdoba"
2997,USD 124.470,Velez Sarsfield 700 2°,"Nueva Córdoba, Córdoba"
2998,USD 46.500,baigorri 868,"Alta Córdoba, Córdoba"
2999,USD 93.000,,"San Fernando, Córdoba"
3000,USD 385.000,Obispo salguero 626,"Nueva Córdoba, Córdoba"
3001,USD 37.000,Justiniano Posse al 800,"Nueva Córdoba, Córdoba"
3002,USD 33.000,Jose Maria Galan 417,"San Martín, Córdoba"
3003,USD 135.000,Av. Colón 6200,"Quebrada de las Rosas, Córdoba"
3004,USD 85.000,Obispo Salguero al 100,"Centro, Córdoba"
3005,USD 50.000,Sucre 100,"Centro, Córdoba"
3006,USD 185.000,Ramon y Cajal 6082,"Villa Belgrano, Córdoba"
3007,USD 140.000,Rodriguez Peña 1972,"Alta Córdoba, Córdoba"
3008,USD 155.000,,"Granja de Funes, Córdoba"
3009,USD 255.000,DE Revista! Diseño Moderno en un Barrio Unico a Solo 30' de Cordoba Country SAN Miguel,"Colón, Córdoba"
3010,USD 230.000,Agustin Piaggio s/n,"Quintas de Italia III, Córdoba"
3011,USD 130.000,Ibarbalz Nuevo Suquia Cardinales al 700,"General Paz, Córdoba"
3012,USD 105.000,Terrazas de O´higgins,"Residencial San Carlos, Córdoba"
3013,USD 90.000,Ambrosio Olmos 1090,"Nueva Córdoba, Córdoba"
3014,USD 165.000,Ledesma Y Ceballos | al 1300,"Colinas del Cerro, Córdoba"
3015,USD 100.000,Docta,"DOCTA, Córdoba"
3016,USD 119.000,Paraná 580 - Nueva Córdoba,"Nueva Córdoba, Córdoba"
3017,USD 68.000,,"Manantiales, Córdoba"
3018,USD 280.000,Villa Belgrano Casa en Venta de Categoría de 3 Dormitoros con Pileta,"Villa Belgrano, Córdoba"
3019,USD 390.000,Publics Sin nro,"Campiña del Sur, Córdoba"
3020,USD 88.000,carlos becu 3201,"Iponá, Córdoba"
3021,USD 37.000,Coronel Olmedo 133,"Alberdi, Córdoba"
3022,USD 48.000,Colombres 2835,"Lomas de San Martín, Córdoba"
3023,USD 160.000,Parana 400,"Nueva Córdoba, Córdoba"
3024,USD 60.000,Monseñor Miguel de Andrea 378,"Alto Alberdi, Córdoba"
3025,USD 60.000,"Bv, Chacabuco 635","Nueva Córdoba, Córdoba"
3026,USD 128.000,Obispo Salguero 783,"Nueva Córdoba, Córdoba"
3027,USD 93.000,Lima 1367,"General Paz, Córdoba"
