,Precio,Direccion,Barrio
337,USD 67.000,obispo trejo 1280,"Nueva Córdoba, Córdoba"
338,USD 128.000,LA Calandria - Duplex 3 DOR - Imperdible!!,"La Calandria, Córdoba"
339,USD 260.000,Condominio Privado El Collado Valle Escondido,"Valle Escondido , Córdoba"
340,USD 120.000,LA RIOJA 5700,"Lomas del Chateau, Córdoba"
341,USD 106.000,Obispo Trejo 1280- Palatinus Trejo 2° Piso D (1 Dorm. c/ Escr.),"Nueva Córdoba, Córdoba"
342,USD 260.000,Manuel DE Falla 7100 - Suena Residencias -,"Villa Warcalde, Córdoba"
343,USD 106.000,Obispo Salguero 543,"Nueva Córdoba, Córdoba"
344,USD 450.000,Lomas de la Carolina,"Lomas de la Carolina, Córdoba"
345,USD 170.000,"GREENVILLE 2, Unnamed Road, Córdoba 6100","Greenville II, Córdoba"
346,USD 70.000,Venta Duplex a Estrenar - Nueva Cordoba - Av Velez Sarsfield 1121,"Nueva Córdoba, Córdoba"
347,USD 165.000,rosario de santa fe 1070,"General Paz, Córdoba"
348,USD 48.000,Jujuy 2064,"Alta Córdoba, Córdoba"
349,USD 450.000,Av Ohiggins 6000,"Córdoba, Córdoba"
350,USD 235.000,San Cayetano 5900,"Córdoba, Córdoba"
351,Consultar precio,Ambrosio Olmos al 800,"Nueva Córdoba, Córdoba"
352,USD 690.000,Costa Verde Country,"Barrio Privado Chateau Carreras, Córdoba"
353,USD 490.000,Molino de Torres 5301,"El Bosque, Córdoba"
354,USD 320.000,Av. Los Alamos 1767,"La Calandria, Córdoba"
355,USD 25.000,"Departamento de 2 Dormitorio en B° Alta Córdoba, a Remodelar, con Balcón","Alta Córdoba, Córdoba"
356,USD 115.000,Av. de los Fundadores 73,"General Paz, Córdoba"
357,USD 240.000,Villa Belgrano - Mariotte,"Villa Belgrano, Córdoba"
358,Consultar precio,Hipólito Irigoyen y Estrada- Frente Plaza España,"Nueva Córdoba, Córdoba"
359,USD 120.000,Canvas-velezarsfield 1200| Dpto 8C Duplex,"Nueva Córdoba, Córdoba"
360,USD 220.000,Potel Junot 6195,"Granja de Funes, Córdoba"
361,USD 90.000,¡apto Bancor! Housing Argüello - 3 Dormitorios - Mogrovejo 7789,"Argüello, Córdoba"
362,USD 75.000,Calle Lote / N° 5,"DOCTA, Córdoba"
363,USD 45.000,Mapa 03- Av. Santa Fe 771,"Providencia, Córdoba"
364,USD 40.000,Laprida al 1000,"Observatorio, Córdoba"
365,USD 185.000,AV OHIGGINS 6100,"Greenville II, Córdoba"
366,USD 174.000,Manantiales I - La Serena,"Manantiales, Córdoba"
367,USD 162.500,Esquiú al 400,"General Paz, Córdoba"
368,USD 85.000,Ambrosio funes 2158,"Colón, Córdoba"
369,USD 70.000,Venta Duplex a Estrenar - Nueva Cordoba - Av Velez Sarsfield 1121,"Nueva Córdoba, Córdoba"
370,USD 89.000,Gregorio Carreras 2100,"Villa Cabrera, Córdoba"
371,USD 295.000,Branly 5964,"Villa Belgrano, Córdoba"
372,USD 105.000,Camino Autopista Cordoba - Villa Carlos Paz (AU 20 Justiniano Posse / RN 20),"DOCTA, Córdoba"
373,USD 185.000,Siete Soles - Duplares,"Siete Soles Naturaleza Urbana, Córdoba"
374,USD 53.000,Jujuy 2064,"Alta Córdoba, Córdoba"
375,USD 245.000,"Urca, el Mejor Estilo Colonial con Pileta y 4 Dormitorios","URCA, Córdoba"
376,USD 119.000,Departamento 2 Dormitorios en Bº General Paz Se Vende,"General Paz, Córdoba"
377,USD 94.900,Miradores de Manantiales 0,"Miradores de Manantiales, Córdoba"
378,USD 70.000,Raul Carlos Brogin 50,"Manantiales, Córdoba"
379,USD 500.000,Casa en Las Delicias-3 Dormitorios,"Las Delicias, Córdoba"
380,USD 185.000,"Greenville 2, Unnamed Road, O´Higgins, Córdoba 0","Greenville II, Córdoba"
381,USD 285.000,"Casa en Venta de 3 Dormitorios en Siete Soles, Verandas. Dormitorio en Suite en Planta Baja","Córdoba, Córdoba"
382,USD 90.000,Manantiales,"Córdoba, Córdoba"
383,USD 550.000,Country Altos Del Chateau Lote / N° 0,"Altos del Chateau, Córdoba"
384,USD 165.000,Roque Fereyra 1700,"Cerro de las Rosas, Córdoba"
385,USD 700.000,Las Delicias,"Las Delicias, Córdoba"
386,USD 85.000,San Igancio Village,"Córdoba, Córdoba"
387,Consultar precio,Celso Barrios 1000,"Country Jockey Club, Córdoba"
388,USD 90.000,Paso de los Andes 72 - Barrio Centro,"Centro, Córdoba"
389,USD 170.000,Figueroa Alcorta al 100,"Centro, Córdoba"
390,USD 145.000,Casa en Greenville 2,"Greenville II, Córdoba"
391,USD 99.000,La Calandria - Valparaiso 6850,"La Calandria, Córdoba"
392,USD 450.000,Av Ohiggins 6000,"Córdoba, Córdoba"
393,USD 175.000,Raymundo Montenegro 2800,"Altos de San Martín, Córdoba"
394,USD 140.000,poeta lugones 72,"Córdoba, Córdoba"
395,USD 235.000,Mario Flores 4200,"Las Tejas del Sur, Córdoba"
396,USD 159.000,Venta Casa en Manantiales 3 Dormitorios,"Manantiales, Córdoba"
397,USD 175.000,Av. Valparaíso 4971,"La Luisita, Córdoba"
398,USD 94.000,Obispo Trejo 1200 - Opcional Cocheras-,"Nueva Córdoba, Córdoba"
399,USD 90.000,RONDEAU 533,"Nueva Córdoba, Córdoba"
400,USD 97.000,Casa en Venta en Lomas del Chateau . 2 Dormitorios + Escritorio,"Lomas del Chateau, Córdoba"
401,USD 790.000,Costa Verde,"Country Costa Verde, Córdoba"
402,USD 42.000,Pueyrredón al 1200,"Güemes, Córdoba"
403,USD 190.000,La Domitila - Housing en Barrio Jardín Claret,"Córdoba, Córdoba"
404,USD 44.200,Dean Funes 800,"Centro, Córdoba"
405,USD 89.000,Colinas de Manantiales,"Córdoba, Córdoba"
406,USD 470.000,Casa en Las Delicias-3 Dormitorios,"Las Delicias, Córdoba"
407,USD 120.000,Rondeau 578,"Nueva Córdoba, Córdoba"
408,USD 76.500,Felix Frias 80,"General Paz, Córdoba"
409,USD 105.000,cañada de gomez 0,"Solares de Manantiales, Córdoba"
410,USD 30.000,S/N 0,"16 de Noviembre, Córdoba"
411,USD 420.000,o higgins 5400,"Country Fortin del Pozo, Córdoba"
412,USD 165.000,¡apta Bancor! Ramon Mestre 3788,"URCA, Córdoba"
413,USD 45.000,Anacreonte al 2190,"Zumarán, Córdoba"
414,USD 68.000,San Luis 1633,"Alberdi, Córdoba"
415,USD 550.000,Av ohiggins 5400,"Ferrer, Córdoba"
416,USD 162.000,Calandria 151,"Barrio Privado Chateau Carreras, Córdoba"
417,USD 84.900,Canvas-velezarsfield 1200| Dpto Piso 8 Duplex,"Nueva Córdoba, Córdoba"
418,USD 124.000,Celso Barrios 3700,"Claros del Bosque, Córdoba"
419,USD 180.000,Alvares Igarzabal 1400,"Cerro de las Rosas, Córdoba"
420,USD 520.000,El Bosque,"El Bosque, Córdoba"
421,USD 100.000,Av Colón 4875,"Alto Alberdi, Córdoba"
422,USD 159.000,Angel Peñaloza ,"Cañitas, Córdoba"
423,USD 90.000,DE LOS RUSOS 5400,"Los Boulevares, Córdoba"
424,USD 129.000,Av Colón 5300,"Córdoba, Córdoba"
425,USD 260.000,Casa en Urca-3 Dormitorios,"URCA, Córdoba"
426,USD 158.000,Calandria 150,"Barrio Privado Chateau Carreras, Córdoba"
427,USD 170.000,Carlos o. Bunge 7800,"Córdoba, Córdoba"
428,USD 60.000,Av. Ramon Carcano al 1000,"Barrio Privado Chateau Carreras, Córdoba"
429,USD 99.000,Clodomiro Ferreyra 700,"Residencial Vélez Sársfield, Córdoba"
430,USD 49.000,Bedoya 990 - Barrio Cofico,"Cofico, Córdoba"
431,USD 140.000,Wenceslao Escalante 124,"Córdoba, Córdoba"
432,USD 47.000,Oportunidad en Nueva Córdoba - 1 Dormitorio - Obispo Trejo,"Nueva Córdoba, Córdoba"
433,USD 59.500,obispo trejo 683,"Nueva Córdoba, Córdoba"
434,USD 80.000,"Ed. Santino VI, Bº Gral Paz!! 2 Dorm.","General Paz, Córdoba"
435,USD 64.000,Duarte Quirós 2115,"Alto Alberdi, Córdoba"
436,USD 178.000,Nicole al 5800,"Villa Belgrano, Córdoba"
437,USD 255.000,"Venta Casa en Claros del Bosque! 3 Dormitorios, Terreno de 360m2","Córdoba, Córdoba"
438,USD 97.000,Catamarca al 1509,"General Paz, Córdoba"
439,USD 128.000,Rondeau 69,"Nueva Córdoba, Córdoba"
440,USD 110.000,Av. Colón al 4900- Dpto 2 Dormitorios,"Quebrada de las Rosas, Córdoba"
441,USD 720.000,Camino a San Carlos 6500,"Fincas del Sur I, Córdoba"
442,USD 260.000,Gregorio Gavier Esquina Hugo W 1955,"Cerro de las Rosas, Córdoba"
443,$ 22.500.000,velez sarsfield 1340,"Nueva Córdoba, Córdoba"
444,USD 299.000,LOS Sueños Avenida República de China,"Los Sueños, Valle Escondido "
445,USD 29.500,Espora 32,"Alberdi, Córdoba"
446,USD 39.500,Obispo Trejo 300 6°,"Centro, Córdoba"
447,USD 34.900,Caseros 3100,"Alto Alberdi, Córdoba"
448,$ 29.000.000,Altamira al 800,"Jardín, Córdoba"
449,USD 320.000,Av. Los Alamos 1767,"La Calandria, Córdoba"
450,USD 135.000,León y Pizarro al 2300,"Santa Clara de Asís, Córdoba"
451,USD 49.000,Se Vende Hermoso Depto de 1 Dormitorio en Calle Mariano Fragueiro,"Centro, Córdoba"
452,USD 145.000,Poeta Lugones 72,"Nueva Córdoba, Córdoba"
453,USD 109.000,Luis Ignacio Vélez 1125,"Rogelio Martínez, Córdoba"
454,USD 790.000,Casa en Las Delicias-3 Dormitorios,"Las Delicias, Córdoba"
455,USD 80.000,"Departamento en Venta en Nueva Córdoba,2 Dormitorios . Refaccionado. A mts de Parque de las Tejas","Nueva Córdoba, Córdoba"
456,USD 83.500,Bedoya 51,"Cofico, Córdoba"
457,USD 44.000,dean funes 868,"Centro, Córdoba"
458,USD 77.000,pueyrredon 238,"Nueva Córdoba, Córdoba"
459,USD 130.000,Lima 1463,"General Paz, Córdoba"
460,USD 85.000,Chile 200 1°,"Nueva Córdoba, Córdoba"
461,USD 840.000,Av. Ejercito Argentino 3600,"Las Delicias, Córdoba"
462,USD 320.000,Manuel Pizarro al 2100,"Cerro de las Rosas, Córdoba"
463,Consultar precio,david luque 460,"General Paz, Córdoba"
464,USD 78.000,Mendoza 1555,"Alta Córdoba, Córdoba"
465,USD 135.000,9 DE Julio Esq. Tucuman- Barrio: Centro,"Centro, Córdoba"
466,USD 87.500,Solares de Manantiales,"Manantiales, Córdoba"
467,USD 48.500,San José de Calasanz 441,"Centro, Córdoba"
468,USD 350.000,Av. Valparaiso,"Jardín, Córdoba"
469,USD 550.000,El Bosque,"El Bosque, Córdoba"
470,USD 69.000,Bv. los Andes al 100,"Cofico, Córdoba"
471,USD 650.000,Av Hipólito Yrigoyen al 500,"Nueva Córdoba, Córdoba"
472,USD 155.000,Casa Manantiales! A Estrenar!,"Manantiales, Córdoba"
473,USD 78.000,Venta Departamento 2 Dorm. - 2 Baños - Belgrano 49 Centro,"Centro, Córdoba"
474,USD 41.000,Corro al 200,"Centro, Córdoba"
475,USD 82.660,Casona de los Arcos 1,"Manantiales, Córdoba"
476,USD 89.000,Bedoya 990 - Cofico,"Cofico, Córdoba"
477,Consultar precio,Rodas Salguero- Obispo Salguero 535,"Nueva Córdoba, Córdoba"
478,USD 260.000,Villa Warcalde - PRE Venta - Precio Lanzamiento,"Villa Warcalde, Córdoba"
479,USD 300.000,Jose Otero 800,"URCA, Córdoba"
480,USD 115.000,"Venta Departamento en Nueva Córdoba de 3 Dormitorios ,dependencia , Cochera. Apto Bancor","Nueva Córdoba, Córdoba"
481,USD 490.000,Molino de Torres 5301,"El Bosque, Córdoba"
482,USD 174.000,Manantiales I - La Serena,"Manantiales, Córdoba"
483,USD 115.000,Moderno Dúplex en Venta en Miradores de Manantiales 2,"Miradores de Manantiales, Córdoba"
484,USD 640.000,Av. Donosa 1000,"La Cascada Country Golf, Córdoba"
485,USD 77.000,Estrada 23,"Nueva Córdoba, Córdoba"
486,USD 23.000,San José de Calasanz 0,"Alberdi, Córdoba"
487,USD 88.000,Pampas al 7600,"Argüello, Córdoba"
488,USD 160.000,Livette Chateau Cordoba,"Barrio Privado Chateau Carreras, Córdoba"
489,USD 63.000,Lima al 900,"General Paz, Córdoba"
490,USD 135.000,San Antonio 3000,"Miradores de Manantiales II, Córdoba"
491,USD 140.000,Ramon Carcano al 200,"Barrio Privado Chateau Carreras, Córdoba"
492,USD 165.000,Marcelo T de Alvear 30,"Centro, Córdoba"
493,USD 165.000,Nores Martinez 2700,"Jardín, Córdoba"
494,USD 129.000,Duplex en Venta en Manantiales 3 Dorm Frente a Plaza,"Manantiales, Córdoba"
495,USD 450.000,Chacabuco al 1200,"Nueva Córdoba, Córdoba"
496,USD 95.000,Faustino Allende 800 1°,"Alta Córdoba, Córdoba"
497,USD 300.000,Victorino Rodriguez 1200,"URCA, Córdoba"
498,USD 480.000,Cañuelas Golf -,"Cañuelas Country Golf, Córdoba"
499,USD 32.000,Lavalleja al 2500,"Alta Córdoba, Córdoba"
500,USD 230.000,Tomás Garzón 5700 2°,"Villa Belgrano, Córdoba"
501,USD 67.000,Obispo Trejo 400 - CON Renta -,"Nueva Córdoba, Córdoba"
502,USD 68.000,Lima al 1300 a Estrenar 1 Dormitorio con Balcon,"General Paz, Córdoba"
503,USD 299.000,Imperdible- Siete Soles Heredades - 3 Dorm - Gran Parque!!!,"Siete Soles Naturaleza Urbana, Córdoba"
504,USD 123.000,David Luque 125,"General Paz, Córdoba"
505,USD 135.000,Mujica Lainez 3100,"Nuevo Poeta Lugones, Córdoba"
506,USD 41.500,Viamonte al 1200,"General Pueyrredón, Córdoba"
507,USD 115.000,Bardas Dos,"Córdoba, Córdoba"
508,USD 590.000,Av Valparaiso al 4300,"Ayres del Sur, Córdoba"
509,USD 150.000,"Departamento en Venta en Barrio General Paz. 2 Dormitorios, 2 Baños , Balcón ,cochera, Amenities","General Paz, Córdoba"
510,USD 185.000,Valparaíso 4971,"La Luisita, Córdoba"
511,USD 57.000,Av 24 DE Septiembre 1600 - Escucha Propuestas -,"General Paz, Córdoba"
512,USD 64.000,Raul Carlos Brogin 50,"Manantiales, Córdoba"
513,USD 120.000,Dúplex en Venta en Miradores de Manantiales I de 3 Dormitorios a Estrenar,"Miradores de Manantiales, Córdoba"
514,USD 540.000,Las Delicias,"Las Delicias, Córdoba"
515,USD 195.000,Camino San Carlos al 6100,"Greenville II, Córdoba"
516,USD 590.000,Marcelino Berthelot 5242,"Villa Belgrano, Córdoba"
517,USD 114.999,Mamaquilla al 7400,"Villa Rivera Indarte, Córdoba"
518,USD 500.000,Casa en Las Delicias-3 Dormitorios,"Las Delicias, Córdoba"
519,USD 109.000,"Dúplex en Venta, 3 Dorm. con Pileta, Prados de Manantiales Se Escuchan Ofertas","Prados de Manantiales, Córdoba"
520,USD 325.000,Jardines del Jockey - Alumbrado,"Córdoba, Córdoba"
521,USD 180.000,"Dpto 3 Dorm en Venta, B° Tejas Residencial, Tejas del Sur","Las Tejas del Sur, Córdoba"
522,USD 117.000,ESTRADA 100,"Nueva Córdoba, Córdoba"
523,Consultar precio,Fontanas del Sur II| Bunge 4450,"Las Tejas del Sur, Córdoba"
524,USD 65.000,Rosario de Santa Fe 942,"General Paz, Córdoba"
525,USD 120.000,Manantiales,"Manantiales, Córdoba"
526,USD 498.000,Casa en Venta de 4 Dormitorios en Country del Jockey. Con Pileta. Fondo Golf. Oportunidad,"Jockey Club, Córdoba"
527,USD 62.900,Pje Santo Tomas y Bv San Juan,"Centro, Córdoba"
528,USD 140.000,Ramon Carcano al 200,"Barrio Privado Chateau Carreras, Córdoba"
529,USD 120.000,Residencial Velez Sarsfield - Santiago Caceres al 2800,"Colinas de Vélez Sársfield, Córdoba"
530,USD 152.000,"Departamento en Venta en General Paz Terra V- Apto Crédito Bancor -2 Dormitorios, muy Luminoso","General Paz, Córdoba"
531,USD 39.000,Ingeniero López 235,"Alto Alberdi, Córdoba"
532,USD 65.000,Buenos Aires 600,"Nueva Córdoba, Córdoba"
533,USD 52.000,Bv Pte. Umberto Arturo Illia 196,"Nueva Córdoba, Córdoba"
534,USD 215.000,miradores I,"Miradores de Manantiales, Córdoba"
535,USD 130.000,Misiones 98,"Alberdi, Córdoba"
536,USD 260.000,Manuel DE Falla 7100 - Suena Residencias -,"Villa Warcalde, Córdoba"
537,USD 450.000,Casa en Las Delicias-2 Dormitorios,"Las Delicias, Córdoba"
538,Consultar precio,Fontanas del Sur II| Bunge 4450,"Las Tejas del Sur, Córdoba"
539,USD 19.900,Juan A. Sarachaga 1297,"Alta Córdoba, Córdoba"
540,USD 275.000,Tejas II - Córdoba,"Tejas II, Córdoba"
541,USD 195.000,"Casa en Venta en Cerro Chico, 3 Dormitorios, Pileta, Toda en Planta Baja.excelente Estado","Cerro Chico, Córdoba"
542,USD 139.000,Faro de Rondeau | Rondeau 533,"Nueva Córdoba, Córdoba"
543,USD 83.000,Bell Ville 8900,"Villa Rivera Indarte, Córdoba"
544,USD 150.000,Bernardo O'higgins al 6100,"Greenville II, Córdoba"
545,USD 170.000,O´higgins al 6100,"Greenville II, Córdoba"
546,USD 260.000,Ana Aslan al 7500,"Argüello, Córdoba"
547,USD 850.000,Las Delicias,"Las Delicias, Córdoba"
548,USD 112.400,Guemes 155,"General Paz, Córdoba"
549,USD 790.000,Casa en Barrancas - 4 Dormitorios,"Barranquitas, Córdoba"
550,USD 125.000,Rosario de Santa Fe al 900,"General Paz, Córdoba"
551,USD 52.000,"Departamentos en Venta, 1 Dorm, B° Gral Paz, Esquiu n° 51","General Paz, Córdoba"
552,USD 195.000,Los Pontones 200,"Las Tejas del Sur, Córdoba"
553,USD 58.000,Lima ,"General Paz, Córdoba"
554,USD 620.000,Lomas DE LA Carolina,"Lomas de la Carolina, Córdoba"
555,USD 150.000,bv. Ocampo al 200,"General Paz, Córdoba"
556,USD 63.800,Firpo- Jeronimo Luis de Cabrera 931,"Alta Córdoba, Córdoba"
557,USD 105.000,La Paya 6000,"Córdoba, Córdoba"
558,USD 52.000,Atención! PB a Estrenar! Gran Patio!! Bº Cofico,"Cofico, Córdoba"
559,USD 49.000,Humberto Primo 4200,"Córdoba, Córdoba"
560,USD 335.000,Av. Richieri 2300,"Rogelio Martínez, Córdoba"
561,USD 137.000,Independencia 1400,"Nueva Córdoba, Córdoba"
562,USD 85.000,Maestro Vidal al 1700,"Los Naranjos, Córdoba"
563,USD 680.000,Altos del Chateau 1,"Altos del Chateau, Córdoba"
564,USD 720.000,Camino a San Carlos 6500,"Fincas del Sur I, Córdoba"
565,USD 220.000,Spilimgergo al 3600,"Cerro de las Rosas, Córdoba"
566,USD 155.000,Jacobo Joule 6500,"Villa Belgrano, Córdoba"
567,USD 35.000,Departamento en Venta en Barrio Alberdi - 1 Dormitorio - Apto Bancor,"Alberdi, Córdoba"
568,USD 155.000,Manantiales I - La Serena,"Manantiales, Córdoba"
569,Consultar precio,Rossen Barrio Privado - Valle Escondido,"Valle Escondido , Córdoba"
570,USD 115.000,Rodriguez Peña al 1650,"Alta Córdoba, Córdoba"
571,USD 98.000,Patricias Argentinas al 2300,"Parque Chacabuco, Córdoba"
572,USD 190.000,Cristobal de Mancha y Velazco 1945,"Ayacucho, Córdoba"
573,USD 63.000,Lima al 1300,"General Paz, Córdoba"
574,USD 174.000,Manantiales I - La Serena,"Manantiales, Córdoba"
575,USD 85.000, Poeta lugones 154,"Nueva Córdoba, Córdoba"
576,USD 36.000,Miguel Calixto del Corro al 300,"Centro, Córdoba"
577,USD 170.000,"O higgins 6100, greenville 2 6100","Greenville II, Córdoba"
578,USD 95.000,Cabo Segundo Ahumada al 400,"Nuevo URCA, Córdoba"
579,USD 180.000,Alvares Igarzabal 1400,"Cerro de las Rosas, Córdoba"
580,USD 430.000,Villa Belgrano,"Villa Belgrano, Córdoba"
581,USD 78.000,Parana al 510,"Nueva Córdoba, Córdoba"
582,USD 470.000,Av Ejercito Argentino 9520,"Lomas de la Carolina, Córdoba"
583,USD 215.000,Av. República de China al 500,"Las Moras, Valle Escondido "
584,USD 185.000,Las Piedras Housing Privado - Valle Escondido,"Valle Escondido , Córdoba"
585,USD 119.000,Santa fe al 615,"Alberdi, Córdoba"
586,USD 84.640,Bedoya al 900,"Cofico, Córdoba"
587,USD 270.000,Casa en Valle Escondido- Los Aromas - Categoría - 3 DOR - Pileta Climatizada - Imperdible!,"Valle Escondido , Córdoba"
588,USD 170.000,Buenos Aires 1200,"Nueva Córdoba, Córdoba"
589,Consultar precio,Ambrosio Olmos al 800,"Nueva Córdoba, Córdoba"
590,USD 55.000,Félix Frías al 446,"General Paz, Córdoba"
591,USD 167.000,Divino Maestro 8100,"Argüello, Córdoba"
592,USD 45.000,Buenos Aires 509,"Nueva Córdoba, Córdoba"
593,USD 180.000,Fontanas del Sur I| Bunge 4450,"Córdoba, Córdoba"
594,USD 106.150,Lima 1300,"General Paz, Córdoba"
595,USD 450.000,Country La Reserva Lote / N° 0,"La Reserva, Córdoba"
596,USD 90.000,BV. ILLIA 208,"Nueva Córdoba, Córdoba"
597,USD 180.000,Duplex a Estrenar a la Venta en Green Ville 2 Zona Sur Córdoba Capital,"Greenville II, Córdoba"
598,USD 56.500,"Departamento en Venta en Av. Pueyrredon Nva Cba,1 Dorm con Balcón, Desocupado. NO ES Apto Crédito","Nueva Córdoba, Córdoba"
599,USD 170.000,Mendoza 20,"Alto Alberdi, Córdoba"
600,USD 65.000,Rosario de Santa Fe 942,"General Paz, Córdoba"
601,USD 69.300,lima 1367,"General Paz, Córdoba"
602,USD 180.000,"Dpto 3 Dorm en Venta, B° Tejas Residencial, Tejas del Sur","Las Tejas del Sur, Córdoba"
603,USD 180.000,Obispo trejo 1100,"Nueva Córdoba, Córdoba"
604,USD 69.500,Estrada al 100,"Nueva Córdoba, Córdoba"
605,USD 56.000,Ambrosio Olmos 700 - Alta Rentabilidad-,"Nueva Córdoba, Córdoba"
606,USD 63.000,lima 1367,"General Paz, Córdoba"
607,USD 44.000,Dean Funes al 900,"Alberdi, Córdoba"
608,USD 63.000,General Paz,"General Paz, Córdoba"
609,USD 72.000,AVENIDA VELEZ SARSFIELD 677,"Nueva Córdoba, Córdoba"
610,USD 110.000,Duplex en Miradores de Manantiales,"Manantiales, Córdoba"
611,USD 45.000,Mapa 03- Av. Santa Fe 771,"Providencia, Córdoba"
612,USD 112.000,Moderno Duplex de 3 Dormitorios en San Ignacio Village,"San Ignacio Village, Córdoba"
613,USD 160.000,Costas DE Manantiales - A Estrenar,"Costas de Manantiales, Córdoba"
614,USD 90.000,9 de Julio 1400,"Alberdi, Córdoba"
615,USD 88.000,Venta Depto B General Paz- 3 Dormitorios- Remodelado,"General Paz, Córdoba"
616,USD 52.000,Bºgral Paz!! ED. Categoria Y Piscina!!,"General Paz, Córdoba"
617,USD 176.200,Mediland Village | Emilio Lamarca 4100,"URCA, Córdoba"
618,USD 110.000,Tu Departamento en Nueva Córdoba a Estrenar a Metros de Ciudad Universitaria,"Nueva Córdoba, Córdoba"
619,USD 78.000,Cañada de Gómez 1000,"Manantiales, Córdoba"
620,USD 260.000,Villa Warcalde - PRE Venta - Precio Lanzamiento,"Villa Warcalde, Córdoba"
621,USD 145.000,Independencia 750,"Nueva Córdoba, Córdoba"
622,USD 110.000,Lima 1700,"General Paz, Córdoba"
623,USD 135.000,Lima 1700,"General Paz, Córdoba"
624,USD 126.300,Felix Frias 61,"General Paz, Córdoba"
625,USD 75.000,San Ignacio 5991,"La Carolina, Córdoba"
